VendorID,passenger_count,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,extra,mta_tax,tolls_amount,improvement_surcharge,congestion_surcharge,airport_fee,tip_amount
1,1,0,0,58,89,1,1,0,1,1,0,3
1,1,0,0,126,129,2,1,0,1,1,0,7
0,1,0,0,115,204,6,1,0,1,1,0,9
1,1,0,0,82,89,0,1,0,1,1,0,0
1,1,0,0,134,93,2,1,0,1,1,0,8
1,1,0,0,24,18,1,1,0,1,1,0,5
1,3,0,0,126,115,2,1,0,1,1,0,4
1,1,0,0,83,7,0,1,0,1,1,0,10
1,1,0,0,70,207,2,1,0,1,1,0,3
1,2,0,0,79,199,0,1,0,1,1,0,1
1,1,0,0,126,38,2,1,0,1,1,0,2
1,1,1,0,64,173,0,1,0,1,0,1,19
0,1,0,0,122,61,6,1,0,1,1,0,6
1,1,0,0,92,146,0,1,0,1,1,0,2
1,1,0,0,71,89,1,1,0,1,1,0,2
1,2,0,0,7,140,2,1,0,1,1,0,9
1,1,0,0,70,207,0,1,0,1,1,0,3
1,1,0,0,80,103,2,1,0,1,1,0,7
1,2,0,0,58,89,0,1,0,1,1,0,3
1,1,0,0,57,139,2,1,0,1,1,0,5
1,2,0,0,60,93,0,1,0,1,1,0,4
1,1,0,0,80,197,0,1,0,1,1,0,4
0,1,0,0,82,120,7,1,0,1,1,0,5
0,1,0,0,80,228,8,1,0,1,1,0,5
1,2,0,0,135,230,0,1,0,1,1,0,9
1,5,0,0,121,204,0,1,0,1,1,0,2
1,1,0,0,134,206,1,1,0,1,1,0,3
1,2,0,0,114,118,0,1,0,1,1,0,5
1,1,0,0,35,38,2,1,5,1,1,0,18
1,1,0,0,69,120,1,1,0,1,1,0,3
1,1,0,0,58,129,0,1,0,1,1,0,11
1,2,0,0,70,199,1,1,0,1,1,0,3
0,3,0,0,53,198,6,1,0,1,1,0,5
1,1,0,0,53,75,1,1,0,1,1,0,3
1,1,3,0,122,231,1,1,0,1,1,0,3
1,2,0,0,133,205,0,1,0,1,1,0,5
1,2,0,0,121,228,0,1,0,1,1,0,2
1,2,0,0,113,229,0,1,0,1,1,0,3
1,1,0,0,81,204,2,1,0,1,1,0,5
1,1,0,0,86,93,0,1,0,1,1,0,2
1,1,0,0,26,146,0,1,0,1,1,0,5
1,1,0,0,121,118,2,1,0,1,1,0,3
1,1,0,0,121,206,0,1,0,1,1,0,7
0,1,4,0,123,207,0,0,0,1,0,0,0
1,1,0,0,114,216,1,1,0,1,1,0,3
0,1,0,0,70,213,7,1,0,1,1,0,5
1,2,0,0,120,205,0,1,0,1,1,0,2
1,1,0,0,41,146,2,1,0,1,1,0,4
1,5,0,0,70,213,0,1,0,1,1,0,4
1,1,1,0,64,38,0,1,5,1,1,1,10
1,2,0,0,113,146,0,1,0,1,1,0,3
1,1,0,0,83,129,1,1,0,1,1,0,3
0,1,0,0,79,19,7,1,0,1,1,0,8
1,1,0,0,80,206,2,1,0,1,1,0,5
0,2,0,0,80,66,8,1,0,1,1,0,5
1,1,0,0,122,206,1,1,0,1,1,0,3
1,1,0,0,80,56,2,1,0,1,1,0,4
1,2,0,0,80,66,0,1,0,1,1,0,5
0,1,0,0,76,204,6,1,0,1,1,0,2
1,2,0,0,86,201,1,1,0,1,1,0,3
1,1,0,0,122,18,0,1,0,1,1,0,3
1,1,0,0,128,40,2,1,0,1,1,0,6
1,1,0,0,41,140,1,1,0,1,1,0,5
0,1,0,0,24,120,8,1,0,1,1,0,4
1,5,0,0,82,119,1,1,0,1,1,0,3
1,1,0,0,118,216,0,1,0,1,1,0,5
1,2,0,0,41,89,1,1,0,1,1,0,3
1,1,0,0,92,56,1,1,0,1,1,0,2
0,1,0,0,81,115,7,1,0,1,1,0,2
0,1,0,0,121,199,7,1,0,1,1,0,1
1,1,0,0,55,202,1,1,0,1,1,0,5
0,1,0,0,113,229,7,1,0,1,1,0,5
1,2,0,0,64,127,0,1,0,1,0,1,14
0,2,0,0,71,38,7,1,0,1,1,0,4
0,1,0,0,122,120,6,1,0,1,1,0,3
0,2,0,0,92,137,7,1,0,1,1,0,3
0,1,0,1,115,213,8,1,0,1,1,0,5
1,1,0,0,70,137,0,1,0,1,1,0,3
0,1,0,0,84,129,2,1,0,1,0,0,3
0,1,0,0,122,66,6,1,0,1,1,0,8
1,1,0,0,39,61,0,1,0,1,0,0,3
1,1,0,0,120,204,0,1,0,1,1,0,2
0,1,0,0,67,229,9,1,5,1,1,1,12
0,1,0,0,68,38,6,1,0,1,1,0,5
1,1,0,0,122,142,0,1,0,1,1,0,5
1,1,0,0,48,40,0,1,0,1,1,0,3
1,1,0,0,24,198,2,1,0,1,1,0,1
1,2,0,0,128,119,0,1,0,1,1,0,3
1,1,0,0,121,204,2,1,0,1,1,0,3
0,1,0,0,55,94,7,1,0,1,1,0,4
0,1,0,0,92,139,6,1,0,1,1,0,4
0,2,0,0,53,72,7,1,0,1,1,0,1
0,1,0,0,128,40,6,1,0,1,1,0,1
1,1,0,0,120,205,1,1,0,1,1,0,4
1,3,0,0,55,138,0,1,0,1,1,0,4
1,1,0,0,133,204,0,1,0,1,1,0,3
1,2,0,0,103,121,0,1,0,1,1,0,4
0,0,0,1,123,138,7,1,0,1,1,0,5
0,2,0,0,121,62,7,1,0,1,1,0,3
1,1,0,0,24,139,2,1,0,1,1,0,3
1,1,0,0,86,137,0,1,0,1,1,0,1
0,1,0,0,118,181,6,1,0,1,1,0,1
0,2,0,0,117,119,8,1,0,1,1,0,4
0,1,0,0,41,181,8,1,0,1,1,0,7
0,1,0,0,113,146,6,1,0,1,1,0,5
1,1,0,0,121,56,0,1,0,1,1,0,6
0,1,0,0,113,146,6,1,0,1,1,0,2
1,5,0,0,128,120,0,1,0,1,1,0,5
0,1,0,0,120,62,6,1,0,1,1,0,3
1,1,0,0,115,134,0,1,0,1,1,0,4
1,1,0,0,121,205,0,1,0,1,1,0,4
0,1,0,0,126,201,8,1,0,1,1,0,5
1,1,0,0,48,75,0,1,0,1,1,0,2
0,0,0,0,69,120,8,1,0,1,1,0,3
1,1,0,0,55,216,0,1,0,1,1,0,4
1,1,0,0,86,89,0,1,0,1,1,0,4
1,1,0,0,33,140,0,1,0,1,1,0,4
1,1,0,0,113,229,1,1,0,1,1,0,4
0,1,0,0,24,205,6,1,0,1,1,0,1
1,4,0,0,122,207,0,1,0,1,1,0,1
1,1,0,0,24,115,2,1,0,1,1,0,9
1,5,0,0,71,213,0,1,0,1,1,0,2
1,1,0,0,109,201,0,1,0,1,1,0,3
0,1,0,0,118,66,8,1,0,1,1,0,2
1,2,0,0,120,119,2,1,0,1,1,0,2
1,2,0,0,70,38,0,1,0,1,1,0,3
1,1,0,0,120,205,0,1,0,1,1,0,1
0,1,0,0,103,216,6,1,0,1,1,0,3
1,1,0,0,81,116,0,1,5,1,1,0,13
1,2,0,0,115,198,0,1,0,1,1,0,7
0,1,0,0,120,138,6,1,0,1,1,0,3
1,1,4,0,75,126,0,1,0,1,1,0,6
1,1,0,0,55,201,0,1,0,1,1,0,3
1,2,0,0,114,84,0,1,0,1,1,0,6
1,2,0,0,92,121,0,1,0,1,1,0,6
1,2,0,0,66,198,2,1,0,1,1,0,4
1,2,0,0,81,56,1,1,0,1,1,0,5
1,1,0,0,81,129,1,1,0,1,1,0,5
0,1,0,0,121,159,8,1,0,1,1,0,5
1,1,0,0,122,207,0,1,0,1,1,0,8
1,1,0,0,103,94,0,1,0,1,1,0,2
1,2,0,0,24,56,1,1,0,1,1,0,0
1,2,0,0,83,142,1,1,0,1,1,0,7
0,3,0,0,82,228,8,1,0,1,1,0,3
0,1,0,0,118,216,8,1,0,1,1,0,5
1,1,0,0,120,120,0,1,0,1,1,0,7
1,3,0,0,70,35,0,1,0,1,1,0,4
0,1,0,0,133,228,7,1,0,1,1,0,3
1,1,0,0,67,198,0,1,5,1,1,1,16
0,1,0,0,128,115,6,1,0,1,1,0,4
1,3,0,0,128,38,0,1,0,1,1,0,1
1,1,0,0,55,93,0,1,0,1,1,0,4
0,1,0,0,41,197,7,1,0,1,1,0,4
1,1,0,0,120,120,2,1,0,1,1,0,4
1,1,0,0,125,204,0,1,0,1,1,0,8
1,1,0,0,39,207,0,1,0,1,1,0,3
0,1,0,0,70,142,8,1,0,1,1,0,6
0,2,0,1,114,1,6,1,0,1,1,0,1
1,1,0,0,66,140,0,1,0,1,1,0,4
1,1,0,0,48,134,0,1,0,1,1,0,8
1,1,0,0,120,62,1,1,0,1,1,0,1
1,1,0,0,134,206,2,1,0,1,1,0,5
1,1,0,0,120,204,0,1,0,1,1,0,3
1,2,0,0,128,75,1,1,0,1,1,0,4
1,1,0,0,71,206,0,1,0,1,1,0,4
1,1,0,0,121,35,1,1,0,1,1,0,6
1,1,0,0,134,206,0,1,0,1,1,0,3
0,1,0,0,109,181,6,1,0,1,1,0,2
1,1,0,0,53,197,2,1,0,1,1,0,1
0,1,0,0,80,197,6,1,0,1,1,0,3
0,0,0,0,80,198,7,1,0,1,1,0,3
0,1,0,0,80,202,6,1,0,1,1,0,3
0,1,0,0,121,118,6,1,0,1,1,0,3
1,1,0,0,80,229,0,1,0,1,1,0,5
1,1,0,0,67,198,2,1,5,1,1,1,14
0,1,0,0,113,118,6,1,0,1,1,0,2
1,5,0,0,117,146,1,1,0,1,1,0,2
1,1,0,0,70,199,0,1,0,1,1,0,7
0,2,0,0,83,126,6,1,0,1,1,0,6
1,2,0,0,21,140,0,1,0,1,1,0,5
1,1,0,0,60,56,2,1,0,1,1,0,4
1,1,0,0,128,201,1,1,0,1,1,0,1
0,1,0,0,33,213,6,1,0,1,1,0,3
1,1,0,0,83,146,0,1,0,1,1,0,5
1,5,0,0,121,93,1,1,0,1,1,0,1
1,1,0,0,122,181,0,1,0,1,1,0,1
1,6,0,0,81,197,2,1,0,1,1,0,1
1,1,0,0,92,34,0,1,0,1,1,0,12
1,1,0,0,58,134,0,1,0,1,1,0,3
0,2,0,0,82,229,6,1,0,1,1,0,4
0,1,0,0,92,192,6,1,0,1,1,0,5
0,1,0,0,69,123,6,1,0,1,1,0,3
1,3,0,0,121,159,2,1,0,1,1,0,3
0,1,0,0,92,134,6,1,0,1,1,0,2
1,2,0,0,79,38,0,1,0,1,1,0,6
0,1,0,0,26,40,7,1,0,1,1,0,12
1,3,0,0,33,206,1,1,0,1,1,0,3
0,1,0,0,19,206,8,1,0,1,1,0,4
0,1,0,1,67,201,8,1,5,1,1,0,12
0,2,0,1,122,229,6,1,0,1,1,0,1
1,1,0,0,118,120,1,1,0,1,1,0,5
0,2,0,0,122,197,6,1,0,1,1,0,7
1,1,0,0,92,1,1,1,0,1,1,0,5
1,1,0,0,70,205,0,1,0,1,1,0,3
1,1,0,0,120,204,2,1,0,1,1,0,3
1,1,0,0,117,62,0,1,0,1,1,0,8
1,1,0,0,70,213,1,1,0,1,1,0,2
1,1,0,0,72,72,2,1,0,1,1,0,5
1,1,0,0,135,92,2,1,0,1,0,1,9
0,2,0,0,115,146,8,1,0,1,1,0,1
1,2,0,0,92,115,2,1,0,1,1,0,4
1,1,0,0,69,207,2,1,0,1,1,0,4
1,2,0,0,86,54,0,1,0,1,1,0,5
1,3,0,0,69,205,0,1,0,1,1,0,2
1,2,0,0,24,118,0,1,0,1,1,0,4
1,1,0,0,117,119,1,1,0,1,1,0,3
1,1,0,0,121,61,2,1,0,1,1,0,5
1,1,0,0,70,139,0,1,0,1,1,0,4
1,1,0,0,55,216,1,1,0,1,1,0,1
1,1,0,0,84,121,0,1,0,1,1,0,5
1,1,0,0,75,204,1,1,0,1,1,0,9
1,2,0,0,69,119,0,1,0,1,1,0,1
0,1,0,0,117,137,6,1,0,1,1,0,3
0,2,0,0,120,119,6,1,0,1,1,0,3
1,1,0,0,83,213,2,1,0,1,1,0,5
1,1,0,0,122,204,0,1,0,1,0,0,2
1,1,0,0,92,119,0,1,0,1,1,0,6
0,1,0,0,132,115,6,1,0,1,1,0,7
0,1,0,0,86,121,8,1,0,1,1,0,5
0,1,0,0,33,222,7,1,0,1,1,0,7
0,2,0,0,80,181,6,1,0,1,1,0,5
0,0,0,0,128,115,7,1,0,1,1,0,4
1,1,0,0,115,206,0,1,0,1,1,0,10
0,0,0,0,82,205,6,1,0,1,1,0,4
1,2,0,0,24,56,1,1,0,1,1,0,10
1,1,0,0,134,119,1,1,0,1,1,0,2
1,1,0,0,70,207,0,1,0,1,1,0,1
1,4,0,0,128,216,0,1,0,1,1,0,6
1,3,0,0,114,206,0,1,0,1,1,0,2
1,1,0,0,86,137,0,1,0,1,1,0,1
0,1,0,0,69,207,6,1,0,1,1,0,8
1,1,0,0,24,38,2,1,0,1,1,0,3
1,2,0,0,68,205,0,1,0,1,1,0,2
1,2,0,0,86,115,0,1,0,1,1,0,3
1,1,0,0,133,123,0,1,0,1,1,0,6
1,1,0,0,41,159,1,1,0,1,1,0,4
1,1,0,0,120,205,0,1,0,1,1,0,4
0,1,0,0,92,137,6,1,0,1,1,0,5
1,1,0,0,86,212,0,1,0,1,1,0,11
1,1,0,0,21,207,0,1,0,1,1,0,4
0,6,0,0,70,137,8,1,0,1,1,0,4
1,3,0,0,80,119,2,1,0,1,1,0,4
1,1,0,0,71,137,2,1,0,1,1,0,3
0,1,0,0,80,134,8,1,0,1,1,0,1
1,1,0,0,68,94,2,1,0,1,1,0,9
1,1,0,0,92,53,1,1,0,1,1,0,12
1,1,0,0,57,18,0,1,0,1,1,0,5
1,2,0,0,66,201,0,1,0,1,1,0,2
1,1,0,0,75,82,0,1,0,1,1,0,7
1,1,0,0,24,121,1,1,0,1,1,0,3
1,1,0,0,133,34,2,1,0,1,1,0,9
1,1,0,0,117,228,2,1,0,1,1,0,5
0,0,0,0,114,159,6,1,0,1,1,0,3
1,2,0,0,121,140,0,1,0,1,1,0,4
0,1,0,0,81,204,6,1,0,1,1,0,3
1,1,0,0,121,138,2,1,0,1,1,0,4
1,4,0,0,92,139,2,1,0,1,1,0,4
1,1,0,0,86,89,1,1,0,1,1,0,3
1,1,0,0,68,204,0,1,0,1,1,0,3
0,1,0,0,69,66,6,1,0,1,1,0,10
0,1,0,0,118,213,6,1,0,1,1,0,3
1,1,0,0,26,118,0,1,0,1,1,0,8
1,1,0,0,41,228,2,1,0,1,1,0,3
1,1,0,0,114,121,0,1,0,1,1,0,4
1,2,0,0,19,221,0,1,5,1,0,0,15
1,2,0,0,24,56,1,1,0,1,1,0,4
1,1,0,0,81,139,0,1,0,1,1,0,3
1,1,0,0,86,213,1,1,0,1,1,0,3
1,1,0,0,82,38,2,1,0,1,1,0,5
0,1,0,0,121,138,6,1,0,1,1,0,3
0,1,0,0,83,121,6,1,0,1,1,0,5
1,1,0,0,126,198,2,1,0,1,1,0,5
1,1,0,0,118,199,0,1,0,1,1,0,1
1,1,0,0,121,62,1,1,0,1,1,0,3
1,1,0,0,70,198,0,1,0,1,1,0,3
0,1,0,0,86,116,6,1,5,1,1,0,8
0,1,0,0,69,138,6,1,0,1,1,0,4
0,1,0,0,82,120,6,1,0,1,1,0,3
1,1,0,0,67,34,2,1,5,1,0,1,12
1,1,0,0,115,121,0,1,0,1,1,0,2
1,1,0,0,115,198,0,1,0,1,1,0,6
0,1,0,0,71,207,6,1,0,1,1,0,5
0,0,0,0,21,202,6,1,0,1,1,0,4
1,1,0,0,72,205,0,1,0,1,1,0,7
0,1,0,0,71,205,6,1,0,1,1,0,4
1,1,0,0,120,62,0,1,0,1,1,0,1
1,1,0,0,67,161,2,1,0,1,0,1,13
0,1,0,0,68,204,6,1,0,1,1,0,3
0,1,0,0,120,204,6,1,0,1,1,0,3
1,1,4,0,2,230,0,1,0,1,0,0,8
1,1,0,0,133,118,2,1,0,1,1,0,1
1,1,0,0,70,115,0,1,0,1,1,0,10
1,6,0,0,41,140,1,1,0,1,1,0,4
1,1,0,0,68,213,0,1,0,1,1,0,10
1,1,0,0,22,213,0,1,0,1,1,0,7
1,1,0,0,57,40,0,1,0,1,1,0,4
1,1,0,0,76,206,0,1,0,1,1,0,3
1,1,0,0,92,115,1,1,0,1,1,0,5
1,1,0,0,66,137,0,1,0,1,1,0,1
1,1,0,0,81,202,0,1,0,1,1,0,4
0,1,0,1,113,228,7,1,0,1,1,0,5
1,1,0,0,41,198,0,1,0,1,1,0,5
1,1,0,0,33,198,0,1,0,1,1,0,6
1,1,0,0,69,204,0,1,0,1,1,0,1
1,1,0,0,68,66,2,1,0,1,1,0,6
1,1,0,0,133,118,0,1,0,1,1,0,1
1,1,0,0,80,138,0,1,0,1,1,0,5
1,1,0,0,70,118,0,1,0,1,1,0,8
0,1,0,0,68,229,6,1,0,1,1,0,2
1,1,0,0,81,146,0,1,0,1,1,0,4
1,1,0,0,67,121,2,1,5,1,1,1,17
1,5,0,0,134,119,0,1,0,1,1,0,2
1,1,0,0,114,137,0,1,0,1,1,0,4
0,2,0,0,76,18,0,1,0,1,0,0,3
1,1,0,0,55,66,1,1,0,1,1,0,5
1,1,0,0,113,89,1,1,0,1,1,0,3
0,1,0,1,69,204,6,1,0,1,1,0,4
0,2,0,0,64,71,3,1,0,1,0,1,12
1,1,0,0,71,228,0,1,0,1,1,0,7
0,1,0,0,81,159,8,1,0,1,1,0,4
1,1,0,0,82,198,0,1,0,1,1,0,3
0,1,0,0,126,40,6,1,0,1,1,0,1
0,2,0,0,58,198,6,1,0,1,1,0,7
0,2,0,1,92,229,6,1,0,1,1,0,5
1,1,0,0,121,228,0,1,0,1,1,0,1
0,1,0,0,12,142,0,1,0,1,0,0,2
1,1,0,0,118,204,1,1,0,1,1,0,3
1,1,0,0,67,229,0,1,5,1,1,1,10
1,2,0,0,67,193,1,1,0,1,0,1,17
0,1,0,0,92,140,8,1,0,1,1,0,1
1,1,0,0,75,119,1,1,0,1,1,0,6
1,1,0,0,120,35,0,1,0,1,1,0,3
1,2,0,0,121,120,2,1,0,1,1,0,4
0,1,0,0,92,137,6,1,0,1,1,0,3
1,2,0,0,114,62,2,1,0,1,1,0,4
1,1,0,0,82,73,2,1,0,1,1,0,9
0,1,0,0,120,119,6,1,0,1,1,0,1
1,2,0,0,70,33,0,1,0,1,1,0,8
0,1,0,0,24,198,6,1,0,1,1,0,3
1,1,0,0,114,146,1,1,0,1,1,0,4
1,1,0,0,66,137,2,1,0,1,1,0,2
1,1,0,0,118,192,0,1,0,1,1,0,3
1,1,0,0,123,38,1,1,0,1,1,0,3
0,1,0,0,20,138,6,1,0,1,1,0,8
1,1,0,0,123,119,1,1,0,1,1,0,5
0,1,0,0,55,62,6,1,0,1,1,0,7
1,1,0,0,123,120,1,1,0,1,1,0,1
1,1,0,0,118,139,0,1,0,1,1,0,4
1,2,0,0,41,1,1,1,0,1,1,0,3
1,1,0,0,81,138,0,1,0,1,1,0,7
1,2,0,0,121,62,0,1,0,1,1,0,5
1,1,0,0,120,118,2,1,0,1,1,0,2
0,1,0,0,121,35,6,1,0,1,1,0,3
1,1,0,0,82,228,0,1,0,1,1,0,4
0,0,0,0,33,134,8,1,0,1,1,0,1
1,2,0,0,70,119,0,1,0,1,1,0,5
1,1,1,0,5,36,0,1,0,1,1,0,19
1,1,0,0,86,124,2,1,0,1,1,0,7
1,1,0,0,128,146,0,1,0,1,1,0,5
1,1,0,0,33,89,2,1,0,1,1,0,4
1,1,0,0,113,115,1,1,0,1,1,0,3
0,1,0,0,114,120,6,1,0,1,1,0,3
1,2,0,0,103,228,1,1,0,1,1,0,3
1,1,0,0,71,207,0,1,0,1,1,0,7
1,1,0,0,69,206,0,1,0,1,1,0,4
1,1,0,0,121,205,2,1,0,1,1,0,1
0,1,0,0,126,34,6,1,0,1,1,0,10
0,1,0,0,71,139,6,1,0,1,1,0,3
1,1,0,0,71,35,0,1,0,1,1,0,3
0,1,0,0,81,205,8,1,0,1,1,0,3
1,1,0,0,66,192,0,1,0,1,1,0,5
1,1,0,0,82,197,0,1,0,1,1,0,3
1,1,0,0,133,75,0,1,0,1,1,0,1
1,6,0,0,21,35,1,1,0,1,1,0,5
1,5,0,0,120,62,0,1,0,1,1,0,1
1,1,0,0,82,207,0,1,0,1,1,0,4
1,5,0,0,82,62,0,1,0,1,1,0,6
1,1,0,0,113,126,0,1,0,1,1,0,7
0,2,0,0,122,229,6,1,0,1,1,0,3
0,1,0,0,83,146,8,1,0,1,1,0,1
1,1,0,0,80,122,2,1,0,1,1,0,10
1,1,0,0,86,66,2,1,0,1,1,0,5
1,2,0,0,21,139,0,1,0,1,1,0,4
0,2,0,0,80,146,6,1,0,1,1,0,3
1,1,0,0,133,229,0,1,0,1,1,0,3
0,1,0,0,46,159,6,1,0,1,1,0,9
1,2,0,0,69,1,1,1,0,1,1,0,1
0,1,1,0,64,18,14,1,5,1,0,1,18
1,1,0,0,92,72,1,1,0,1,1,0,8
0,2,0,0,121,118,6,1,0,1,1,0,3
1,1,0,0,107,189,0,1,0,1,0,0,3
1,1,0,0,33,56,1,1,0,1,1,0,5
0,1,0,0,69,229,7,1,0,1,1,0,3
0,1,0,0,57,140,6,1,0,1,1,0,3
1,1,0,0,83,137,1,1,0,1,1,0,3
1,1,0,0,26,198,0,1,0,1,1,0,1
0,1,0,0,68,110,6,1,0,1,1,0,8
0,1,0,0,82,198,6,1,0,1,1,0,4
1,1,0,0,33,146,0,1,0,1,1,0,4
0,2,0,0,133,116,6,1,5,1,1,0,11
1,2,0,0,92,139,0,1,0,1,1,0,3
1,1,0,0,71,61,0,1,0,1,1,0,5
1,1,0,0,135,75,0,1,5,1,1,1,17
1,1,0,0,84,130,2,1,0,1,0,0,2
0,1,0,0,71,146,6,1,0,1,1,0,6
1,1,0,0,118,207,1,1,0,1,1,0,4
1,3,0,0,41,115,1,1,0,1,1,0,3
1,1,0,0,92,140,0,1,0,1,1,0,3
1,1,0,0,135,49,0,1,0,1,0,1,13
1,1,0,0,19,62,1,1,0,1,0,0,4
1,1,0,0,69,205,1,1,0,1,1,0,2
1,2,0,0,126,121,0,1,0,1,1,0,8
1,1,0,0,76,202,0,1,0,1,1,0,8
1,1,0,0,123,84,0,1,0,1,1,0,5
1,1,0,0,123,201,0,1,0,1,1,0,8
1,1,0,0,133,129,0,1,0,1,1,0,6
1,1,0,0,82,121,2,1,0,1,1,0,1
0,2,0,0,58,201,7,1,0,1,1,0,6
1,2,0,0,67,197,0,1,5,1,1,1,14
0,1,0,0,120,204,8,1,0,1,1,0,1
1,3,0,0,66,119,1,1,0,1,1,0,4
0,1,0,0,118,146,6,1,0,1,1,0,2
1,1,0,0,33,198,1,1,0,1,1,0,3
1,1,0,0,133,205,0,1,0,1,1,0,3
1,2,0,0,121,181,0,1,0,1,1,0,6
1,1,0,0,128,66,1,1,0,1,1,0,5
1,3,0,0,82,120,0,1,0,1,1,0,3
0,3,0,0,33,159,7,1,0,1,1,0,5
0,0,0,0,120,204,6,1,0,1,1,0,3
1,1,0,0,126,139,0,1,0,1,1,0,4
0,1,0,0,82,159,7,1,0,1,1,0,6
1,1,0,0,4,153,1,1,0,1,0,0,2
0,0,0,0,121,228,6,1,0,1,1,0,3
1,1,0,0,71,56,0,1,0,1,1,0,6
1,1,0,0,121,204,0,1,0,1,1,0,1
1,1,0,0,84,213,0,1,0,1,1,0,3
1,1,0,0,92,146,0,1,0,1,1,0,1
1,1,0,0,70,207,1,1,0,1,1,0,3
1,1,0,0,46,197,0,1,0,1,1,0,7
1,1,0,0,128,204,1,1,0,1,1,0,10
1,1,0,0,69,198,2,1,0,1,1,0,3
1,2,0,0,55,197,0,1,0,1,1,0,4
1,2,0,0,67,89,1,1,0,1,1,1,9
1,2,0,0,26,198,1,1,0,1,1,0,1
1,5,0,0,69,204,0,1,0,1,1,0,3
1,1,0,0,48,75,0,1,0,1,1,0,2
1,1,0,0,72,72,1,1,0,1,1,0,3
1,2,0,0,70,62,0,1,0,1,1,0,7
0,1,0,0,80,38,6,1,0,1,1,0,3
1,1,0,0,122,201,0,1,0,1,1,0,7
1,1,0,0,68,192,0,1,0,1,1,0,6
1,1,0,0,81,38,0,1,0,1,1,0,3
0,1,0,0,66,118,6,1,0,1,1,0,4
1,1,0,0,121,204,2,1,0,1,1,0,3
1,1,0,0,69,89,0,1,0,1,1,0,5
1,1,0,0,80,197,0,1,0,1,1,0,2
0,1,0,0,92,199,6,1,0,1,1,0,5
1,1,0,0,53,137,0,1,0,1,1,0,4
1,2,0,0,71,142,0,1,0,1,1,0,2
1,2,0,0,135,212,2,1,5,1,0,0,12
1,1,0,0,120,204,1,1,0,1,1,0,5
0,2,0,0,134,204,7,1,0,1,1,0,2
1,1,0,0,80,205,0,1,0,1,1,0,1
1,1,0,0,113,115,1,1,0,1,1,0,3
0,2,0,0,80,120,6,1,0,1,1,0,4
1,1,0,0,118,146,2,1,0,1,1,0,4
1,1,0,0,80,119,2,1,0,1,1,0,1
0,1,0,0,122,62,0,1,0,1,0,0,1
1,1,0,0,69,206,2,1,0,1,1,0,5
1,1,0,0,134,121,0,1,0,1,1,0,3
0,1,0,0,55,66,6,1,0,1,1,0,3
1,1,0,0,76,205,0,1,0,1,1,0,5
1,2,0,0,81,137,0,1,0,1,1,0,1
1,1,0,0,133,205,0,1,0,1,1,0,4
1,1,0,0,41,94,2,1,0,1,1,0,4
1,1,0,0,92,202,0,1,0,1,1,0,4
1,1,0,0,24,137,0,1,0,1,1,0,4
1,1,0,0,113,204,0,1,0,1,1,0,4
1,2,0,0,120,120,0,1,0,1,1,0,4
1,1,0,0,69,62,2,1,0,1,1,0,2
1,1,0,0,53,8,2,1,0,1,1,0,7
1,1,0,0,120,138,0,1,0,1,1,0,3
1,1,0,0,77,129,0,1,0,1,0,0,3
0,1,0,0,120,120,8,1,0,1,1,0,5
1,1,0,0,117,229,0,1,0,1,1,0,6
1,1,0,0,120,62,0,1,0,1,1,0,3
0,4,0,0,67,206,9,1,5,1,1,1,8
1,1,0,0,82,207,2,1,0,1,1,0,6
0,1,0,0,83,146,7,1,0,1,1,0,2
0,2,0,0,70,206,6,1,0,1,1,0,3
0,1,0,0,86,137,8,1,0,1,1,0,3
1,1,0,0,86,119,0,1,0,1,1,0,1
1,1,0,0,24,159,0,1,0,1,1,0,3
1,1,0,0,60,8,0,1,0,1,1,0,3
0,0,0,0,76,115,6,1,0,1,1,0,8
1,1,0,0,39,33,2,1,0,1,0,0,8
1,1,0,0,67,228,2,1,0,1,1,1,12
1,2,0,0,67,38,2,1,5,1,1,1,14
1,1,0,0,55,205,1,1,0,1,1,0,5
1,1,0,0,48,1,0,1,0,1,1,0,4
1,1,0,0,114,129,1,1,0,1,1,0,5
1,1,0,0,33,199,0,1,0,1,1,0,5
0,2,0,0,113,119,6,1,0,1,1,0,6
1,1,0,0,118,8,1,1,0,1,1,0,4
1,1,0,0,57,89,1,1,0,1,1,0,2
1,2,0,0,55,89,1,1,0,1,1,0,4
1,2,0,0,21,140,0,1,0,1,1,0,0
1,6,3,0,132,0,1,0,9,1,0,0,8
1,1,0,0,39,207,0,1,0,1,1,0,2
1,5,0,0,86,33,2,1,0,1,1,0,8
1,1,0,0,68,137,0,1,0,1,1,0,5
0,1,0,0,92,197,8,1,0,1,1,0,5
1,1,0,0,68,137,0,1,0,1,1,0,4
1,1,0,0,114,29,1,1,0,1,1,0,3
1,1,0,0,70,140,1,1,0,1,1,0,9
1,2,0,0,58,202,1,1,0,1,1,0,4
1,5,0,0,41,126,1,1,0,1,1,0,3
1,1,0,0,128,89,1,1,0,1,1,0,5
1,2,0,0,121,137,2,1,0,1,1,0,5
1,1,0,0,82,146,2,1,0,1,1,0,2
0,1,0,0,133,206,6,1,0,1,1,0,5
1,2,0,0,113,204,0,1,0,1,1,0,5
1,1,0,0,118,122,2,1,0,1,1,0,4
1,1,0,0,121,79,1,1,0,1,1,0,17
1,1,0,0,121,121,2,1,0,1,1,0,4
